GeneID,Cluster,entrez,symbol,chr,start,end,strand,biotype,description
ENSG00000165698,cluster2,11092,SPACA9,9,132878027,132890201,1,protein_coding,sperm acrosome associated 9
ENSG00000184305,cluster2,401145,CCSER1,4,90127394,91605295,1,protein_coding,coiled-coil serine rich protein 1
ENSG00000153832,cluster2,130888,FBXO36,2,229922302,230013119,1,protein_coding,F-box protein 36
ENSG00000188452,cluster2,375298,CERKL,2,181535041,181680665,-1,protein_coding,ceramide kinase like
ENSG00000132470,cluster2,3691,ITGB4,17,75721328,75757818,1,protein_coding,integrin subunit beta 4
ENSG00000177854,cluster2,8269,TMEM187,X,153972754,153983194,1,protein_coding,transmembrane protein 187
ENSG00000159387,cluster2,79190,IRX6,16,55324203,55330756,1,protein_coding,iroquois homeobox 6
ENSG00000118804,cluster2,8987,STBD1,4,76306733,76311130,1,protein_coding,starch binding domain 1
ENSG00000165959,cluster2,79789,CLMN,14,95181940,95319908,-1,protein_coding,calmin
ENSG00000120907,cluster2,148,ADRA1A,8,26748150,26867278,-1,protein_coding,adrenoceptor alpha 1A
ENSG00000151689,cluster2,3628,INPP1,2,190343570,190371665,1,protein_coding,inositol polyphosphate-1-phosphatase
ENSG00000130958,cluster2,11046,SLC35D2,9,96313444,96383711,-1,protein_coding,solute carrier family 35 member D2
ENSG00000140876,cluster2,283927,NUDT7,16,77722492,77742260,1,protein_coding,nudix hydrolase 7
ENSG00000073150,cluster2,56666,PANX2,22,50170731,50180295,1,protein_coding,pannexin 2
ENSG00000205221,cluster2,5212,VIT,2,36696690,36814794,1,protein_coding,vitrin
ENSG00000061337,cluster2,11178,LZTS1,8,20246165,20303963,-1,protein_coding,leucine zipper tumor suppressor 1
ENSG00000137558,cluster2,51050,PI15,8,74824534,74855029,1,protein_coding,peptidase inhibitor 15
ENSG00000085831,cluster2,22996,TTC39A,1,51287258,51345116,-1,protein_coding,tetratricopeptide repeat domain 39A
ENSG00000137801,cluster2,7057,THBS1,15,39581079,39599466,1,protein_coding,thrombospondin 1
ENSG00000109956,cluster2,27087,B3GAT1,11,134378504,134412242,-1,protein_coding,"beta-1,3-glucuronyltransferase 1"
ENSG00000128567,cluster2,5420,PODXL,7,131500262,131558217,-1,protein_coding,podocalyxin like
ENSG00000187260,cluster2,349136,WDR86,7,151375909,151410727,-1,protein_coding,WD repeat domain 86
ENSG00000129244,cluster2,482,ATP1B2,17,7646627,7657770,1,protein_coding,ATPase Na+/K+ transporting subunit beta 2
ENSG00000147509,cluster2,8601,RGS20,8,53851795,53959303,1,protein_coding,regulator of G protein signaling 20
ENSG00000179630,cluster2,144811,LACC1,13,43879284,43893932,1,protein_coding,laccase domain containing 1
ENSG00000112414,cluster2,57211,ADGRG6,6,142301854,142446266,1,protein_coding,adhesion G protein-coupled receptor G6
ENSG00000100027,cluster2,29799,YPEL1,22,21697536,21735794,-1,protein_coding,yippee like 1
ENSG00000175356,cluster2,57758,SCUBE2,11,9019476,9138114,-1,protein_coding,"signal peptide, CUB domain and EGF like domain containing 2"
ENSG00000144857,cluster2,91653,BOC,3,113211003,113287459,1,protein_coding,"BOC cell adhesion associated, oncogene regulated"
ENSG00000168676,cluster2,146212,KCTD19,16,67289428,67326760,-1,protein_coding,potassium channel tetramerization domain containing 19
ENSG00000185477,cluster2,285513,GPRIN3,4,89236383,89307800,-1,protein_coding,GPRIN family member 3
ENSG00000176438,cluster2,161176,SYNE3,14,95407266,95516650,-1,protein_coding,spectrin repeat containing nuclear envelope family member 3
ENSG00000141622,cluster2,494470,RNF165,18,46326809,46463140,1,protein_coding,ring finger protein 165
ENSG00000184838,cluster2,51334,PRR16,5,120464300,120687332,1,protein_coding,proline rich 16
ENSG00000110002,cluster2,4013,VWA5A,11,124115404,124147721,1,protein_coding,von Willebrand factor A domain containing 5A
ENSG00000075651,cluster2,5337,PLD1,3,171600404,171810950,-1,protein_coding,phospholipase D1
ENSG00000188177,cluster2,376940,ZC3H6,2,112275597,112340063,1,protein_coding,zinc finger CCCH-type containing 6
ENSG00000163347,cluster2,9076,CLDN1,3,190305707,190322446,-1,protein_coding,claudin 1
ENSG00000144339,cluster2,23671,TMEFF2,2,191949043,192194933,-1,protein_coding,transmembrane protein with EGF like and two follistatin like domains 2
ENSG00000117477,cluster2,57821,CCDC181,1,169394870,169460669,-1,protein_coding,coiled-coil domain containing 181
ENSG00000132718,cluster2,23208,SYT11,1,155859567,155885199,1,protein_coding,synaptotagmin 11
ENSG00000164929,cluster2,79870,BAALC,8,103140713,103230305,1,protein_coding,BAALC binder of MAP3K1 and KLF4
ENSG00000204262,cluster2,1290,COL5A2,2,189031898,189225312,-1,protein_coding,collagen type V alpha 2 chain
ENSG00000103852,cluster2,64927,TTC23,15,99136323,99251223,-1,protein_coding,tetratricopeptide repeat domain 23
ENSG00000134198,cluster2,10100,TSPAN2,1,115048011,115089503,-1,protein_coding,tetraspanin 2
ENSG00000120915,cluster2,2053,EPHX2,8,27490781,27545564,1,protein_coding,epoxide hydrolase 2
ENSG00000100593,cluster2,145501,ISM2,14,77474394,77498816,-1,protein_coding,isthmin 2
ENSG00000070540,cluster2,55062,WIPI1,17,68420948,68457513,-1,protein_coding,"WD repeat domain, phosphoinositide interacting 1"
ENSG00000125510,cluster2,4987,OPRL1,20,64080082,64100643,1,protein_coding,opioid related nociceptin receptor 1
ENSG00000178538,cluster2,767,CA8,8,60185412,60281400,-1,protein_coding,carbonic anhydrase 8
ENSG00000053524,cluster2,23101,MCF2L2,3,183178041,183428778,-1,protein_coding,MCF.2 cell line derived transforming sequence-like 2
ENSG00000072657,cluster2,29953,TRHDE,12,72087266,72670758,1,protein_coding,thyrotropin releasing hormone degrading enzyme
ENSG00000065413,cluster2,91526,ANKRD44,2,196967017,197311173,-1,protein_coding,ankyrin repeat domain 44
ENSG00000189195,cluster2,284697,BTBD8,1,92080305,92184725,1,protein_coding,BTB domain containing 8
ENSG00000189127,cluster2,340120,ANKRD34B,5,80556755,80570280,-1,protein_coding,ankyrin repeat domain 34B
ENSG00000136842,cluster2,7111,TMOD1,9,97501180,97601743,1,protein_coding,tropomodulin 1
ENSG00000134202,cluster2,2947,GSTM3,1,109733932,109741038,-1,protein_coding,glutathione S-transferase mu 3
ENSG00000172403,cluster2,171024,SYNPO2,4,118850688,119061247,1,protein_coding,synaptopodin 2
ENSG00000277363,cluster3,80725,SRCIN1,17,38530031,38605952,-1,protein_coding,SRC kinase signaling inhibitor 1
ENSG00000205364,cluster3,4499,MT1M,16,56632659,56633981,1,protein_coding,metallothionein 1M
ENSG00000184905,cluster3,140597,TCEAL2,X,102125679,102140426,1,protein_coding,transcription elongation factor A like 2
ENSG00000146166,cluster3,51557,LGSN,6,63275951,63319983,-1,protein_coding,"lengsin, lens protein with glutamine synthetase domain"
ENSG00000135218,cluster3,948,CD36,7,80369575,80679277,1,protein_coding,CD36 molecule
ENSG00000156299,cluster3,7074,TIAM1,21,31118416,31559977,-1,protein_coding,TIAM Rac1 associated GEF 1
ENSG00000197134,cluster3,113835,ZNF257,19,22052430,22091480,1,protein_coding,zinc finger protein 257
ENSG00000178235,cluster3,114798,SLITRK1,13,83877205,83882474,-1,protein_coding,SLIT and NTRK like family member 1
ENSG00000188171,cluster3,199777,ZNF626,19,20619939,20661596,-1,protein_coding,zinc finger protein 626
ENSG00000184347,cluster3,6586,SLIT3,5,168661733,169301139,-1,protein_coding,slit guidance ligand 3
ENSG00000067066,cluster3,6672,SP100,2,230415942,230545606,1,protein_coding,SP100 nuclear antigen
ENSG00000196350,cluster3,100287226,ZNF729,19,22286441,22317176,1,protein_coding,zinc finger protein 729
ENSG00000169752,cluster3,145957,NRG4,15,75935969,76059795,-1,protein_coding,neuregulin 4
ENSG00000183690,cluster3,80258,EFHC2,X,44147872,44343672,-1,protein_coding,EF-hand domain containing 2
ENSG00000144821,cluster3,22989,MYH15,3,108380368,108529322,-1,protein_coding,myosin heavy chain 15
ENSG00000196632,cluster3,65267,WNK3,X,54192823,54358642,-1,protein_coding,WNK lysine deficient protein kinase 3
ENSG00000249242,cluster3,441027,TMEM150C,4,82483170,82562357,-1,protein_coding,transmembrane protein 150C
ENSG00000091972,cluster3,4345,CD200,3,112332347,112362812,1,protein_coding,CD200 molecule
ENSG00000105278,cluster3,23217,ZFR2,19,3804024,3869038,-1,protein_coding,zinc finger RNA binding protein 2
ENSG00000156689,cluster3,219970,GLYATL2,11,58834065,58904215,-1,protein_coding,glycine-N-acyltransferase like 2
ENSG00000101349,cluster3,57144,PAK5,20,9537370,9839076,-1,protein_coding,p21 (RAC1) activated kinase 5
ENSG00000170965,cluster3,10761,PLAC1,X,134565838,134764322,-1,protein_coding,placenta enriched 1
ENSG00000186197,cluster3,128178,EDARADD,1,236348257,236502915,1,protein_coding,EDAR associated death domain
ENSG00000149534,cluster3,2206,MS4A2,11,60088261,60098467,1,protein_coding,membrane spanning 4-domains A2
ENSG00000094755,cluster3,2568,GABRP,5,170763350,170814047,1,protein_coding,gamma-aminobutyric acid type A receptor subunit pi
ENSG00000164484,cluster3,114801,TMEM200A,6,130366017,130443067,1,protein_coding,transmembrane protein 200A
ENSG00000165591,cluster3,158584,FAAH2,X,57286706,57489193,1,protein_coding,fatty acid amide hydrolase 2
ENSG00000106804,cluster3,727,C5,9,120932987,121075195,-1,protein_coding,complement C5
ENSG00000104327,cluster3,793,CALB1,8,90058608,90095475,-1,protein_coding,calbindin 1
ENSG00000183831,cluster3,339416,ANKRD45,1,173608336,173669851,-1,protein_coding,ankyrin repeat domain 45
ENSG00000108602,cluster3,218,ALDH3A1,17,19737984,19748943,-1,protein_coding,aldehyde dehydrogenase 3 family member A1
ENSG00000168314,cluster3,4336,MOBP,3,39467198,39529479,1,protein_coding,myelin associated oligodendrocyte basic protein
ENSG00000152092,cluster3,460,ASTN1,1,176857302,177164973,-1,protein_coding,astrotactin 1
ENSG00000277150,cluster3,474384,F8A3,X,155456914,155458620,-1,protein_coding,coagulation factor VIII associated 3
ENSG00000203814,cluster3,440689,H2BC18,1,149782689,149812373,-1,protein_coding,H2B clustered histone 18
ENSG00000027075,cluster3,5583,PRKCH,14,61187559,61550976,1,protein_coding,protein kinase C eta
ENSG00000133710,cluster3,11005,SPINK5,5,148025683,148137382,1,protein_coding,serine peptidase inhibitor Kazal type 5
ENSG00000067177,cluster3,5255,PHKA1,X,72578814,72714319,-1,protein_coding,phosphorylase kinase regulatory subunit alpha 1
ENSG00000139351,cluster3,50511,SYCP3,12,101728648,101739472,-1,protein_coding,synaptonemal complex protein 3
ENSG00000172159,cluster3,257019,FRMD3,9,83242990,83538546,-1,protein_coding,FERM domain containing 3
ENSG00000084453,cluster3,6579,SLCO1A2,12,21264600,21419594,-1,protein_coding,solute carrier organic anion transporter family member 1A2
ENSG00000167800,cluster3,347853,TBX10,11,67631303,67639763,-1,protein_coding,T-box transcription factor 10
ENSG00000113532,cluster3,7903,ST8SIA4,5,100806933,100903282,-1,protein_coding,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
ENSG00000148680,cluster3,3363,HTR7,10,90740823,90858039,-1,protein_coding,5-hydroxytryptamine receptor 7
ENSG00000152377,cluster3,6695,SPOCK1,5,136975298,137598379,-1,protein_coding,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1"
ENSG00000114115,cluster3,5947,RBP1,3,139517434,139539829,-1,protein_coding,retinol binding protein 1
ENSG00000135750,cluster3,3775,KCNK1,1,233614106,233672514,1,protein_coding,potassium two pore domain channel subfamily K member 1
ENSG00000132297,cluster3,10086,HHLA1,8,132061480,132111159,-1,protein_coding,HERV-H LTR-associating 1
ENSG00000172461,cluster3,10690,FUT9,6,96015974,96215612,1,protein_coding,fucosyltransferase 9
ENSG00000122378,cluster3,84293,PRXL2A,10,80407829,80437115,1,protein_coding,peroxiredoxin like 2A
ENSG00000170542,cluster3,5272,SERPINB9,6,2887270,2903309,-1,protein_coding,serpin family B member 9
ENSG00000062038,cluster3,1001,CDH3,16,68636189,68727468,1,protein_coding,cadherin 3
ENSG00000138028,cluster3,10669,CGREF1,2,27098889,27119128,-1,protein_coding,cell growth regulator with EF-hand domain 1
ENSG00000086289,cluster3,54749,EPDR1,7,37920640,37951936,1,protein_coding,ependymin related 1
ENSG00000114541,cluster3,23150,FRMD4B,3,69168782,69542583,-1,protein_coding,FERM domain containing 4B
ENSG00000163508,cluster3,8320,EOMES,3,27715949,27722711,-1,protein_coding,eomesodermin
ENSG00000164684,cluster3,619279,ZNF704,8,80628451,80874781,-1,protein_coding,zinc finger protein 704
ENSG00000134769,cluster3,1837,DTNA,18,34493291,34891844,1,protein_coding,dystrobrevin alpha
ENSG00000165025,cluster3,6850,SYK,9,90801787,90898549,1,protein_coding,spleen associated tyrosine kinase
ENSG00000075223,cluster3,10512,SEMA3C,7,80742538,80922359,-1,protein_coding,semaphorin 3C
ENSG00000135046,cluster3,301,ANXA1,9,73151865,73170393,1,protein_coding,annexin A1
ENSG00000165091,cluster3,117531,TMC1,9,72521608,72838297,1,protein_coding,transmembrane channel like 1
ENSG00000125430,cluster3,9953,HS3ST3B1,17,14301081,14349404,1,protein_coding,heparan sulfate-glucosamine 3-sulfotransferase 3B1
ENSG00000185133,cluster4,27124,INPP5J,22,31122731,31134697,1,protein_coding,inositol polyphosphate-5-phosphatase J
ENSG00000187140,cluster4,27022,FOXD3,1,63322567,63325128,1,protein_coding,forkhead box D3
ENSG00000079102,cluster4,862,RUNX1T1,8,91954972,92103286,-1,protein_coding,RUNX1 partner transcriptional co-repressor 1
ENSG00000128655,cluster4,50940,PDE11A,2,177623244,178108339,-1,protein_coding,phosphodiesterase 11A
ENSG00000005108,cluster4,221981,THSD7A,7,11370365,11832198,-1,protein_coding,thrombospondin type 1 domain containing 7A
ENSG00000178685,cluster4,84875,PARP10,8,143977153,144012772,-1,protein_coding,poly(ADP-ribose) polymerase family member 10
ENSG00000004848,cluster4,170302,ARX,X,25003694,25016420,-1,protein_coding,aristaless related homeobox
ENSG00000133101,cluster4,8900,CCNA1,13,36431520,36442870,1,protein_coding,cyclin A1
ENSG00000136541,cluster4,57471,ERMN,2,157318631,157327713,-1,protein_coding,ermin
ENSG00000188636,cluster4,84247,RTL6,22,44492583,44498233,-1,protein_coding,retrotransposon Gag like 6
ENSG00000165731,cluster4,5979,RET,10,43077064,43130351,1,protein_coding,ret proto-oncogene
ENSG00000144644,cluster4,339896,GADL1,3,30726197,30894661,-1,protein_coding,glutamate decarboxylase like 1
ENSG00000133083,cluster4,9201,DCLK1,13,35768652,36131382,-1,protein_coding,doublecortin like kinase 1
ENSG00000082482,cluster4,3776,KCNK2,1,215005775,215237090,1,protein_coding,potassium two pore domain channel subfamily K member 2
ENSG00000196569,cluster4,3908,LAMA2,6,128883138,129516566,1,protein_coding,laminin subunit alpha 2
ENSG00000060718,cluster4,1301,COL11A1,1,102876467,103108872,-1,protein_coding,collagen type XI alpha 1 chain
ENSG00000117122,cluster4,4237,MFAP2,1,16974502,16980632,-1,protein_coding,microfibril associated protein 2
ENSG00000101144,cluster4,655,BMP7,20,57168753,57266641,-1,protein_coding,bone morphogenetic protein 7
ENSG00000134802,cluster4,29015,SLC43A3,11,57406954,57427580,-1,protein_coding,solute carrier family 43 member 3
ENSG00000182985,cluster4,23705,CADM1,11,115169218,115504957,-1,protein_coding,cell adhesion molecule 1
ENSG00000114248,cluster4,79782,LRRC31,3,169839172,169869935,-1,protein_coding,leucine rich repeat containing 31
ENSG00000137872,cluster4,80031,SEMA6D,15,47184101,47774228,1,protein_coding,semaphorin 6D
ENSG00000185222,cluster4,51186,TCEAL9,X,103356489,103358462,1,protein_coding,transcription elongation factor A like 9
ENSG00000116132,cluster4,5396,PRRX1,1,170662728,170739421,1,protein_coding,paired related homeobox 1
ENSG00000170421,cluster4,3856,KRT8,12,52897187,52949954,-1,protein_coding,keratin 8
ENSG00000196557,cluster4,8912,CACNA1H,16,1153106,1221771,1,protein_coding,calcium voltage-gated channel subunit alpha1 H
ENSG00000131914,cluster4,79727,LIN28A,1,26410817,26429728,1,protein_coding,lin-28 homolog A
ENSG00000118733,cluster4,118427,OLFM3,1,101802560,101996926,-1,protein_coding,olfactomedin 3
ENSG00000125931,cluster4,4435,CITED1,X,72301638,72307187,-1,protein_coding,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1
ENSG00000091986,cluster4,151887,CCDC80,3,112596797,112649530,-1,protein_coding,coiled-coil domain containing 80
ENSG00000059915,cluster4,5662,PSD,10,102402617,102421539,-1,protein_coding,pleckstrin and Sec7 domain containing
ENSG00000164626,cluster4,8645,KCNK5,6,39188971,39229475,-1,protein_coding,potassium two pore domain channel subfamily K member 5
ENSG00000077264,cluster4,5063,PAK3,X,110944285,111227361,1,protein_coding,p21 (RAC1) activated kinase 3
ENSG00000197410,cluster4,54798,DCHS2,4,154231742,154491799,-1,protein_coding,dachsous cadherin-related 2
ENSG00000114251,cluster4,7474,WNT5A,3,55465715,55490539,-1,protein_coding,Wnt family member 5A
ENSG00000135333,cluster4,2045,EPHA7,6,93240020,93419687,-1,protein_coding,EPH receptor A7
ENSG00000104332,cluster4,6422,SFRP1,8,41261962,41309473,-1,protein_coding,secreted frizzled related protein 1
ENSG00000163017,cluster4,72,ACTG2,2,73892314,73919865,1,protein_coding,"actin gamma 2, smooth muscle"
ENSG00000044524,cluster4,2042,EPHA3,3,89107621,89482134,1,protein_coding,EPH receptor A3
ENSG00000047648,cluster4,395,ARHGAP6,X,11117651,11665920,-1,protein_coding,Rho GTPase activating protein 6
ENSG00000095596,cluster4,1592,CYP26A1,10,93073475,93077885,1,protein_coding,cytochrome P450 family 26 subfamily A member 1
ENSG00000112167,cluster4,55776,SAYSD1,6,39104063,39115193,-1,protein_coding,SAYSVFN motif domain containing 1
ENSG00000248329,cluster4,100506013,APELA,4,164877178,164898965,1,protein_coding,apelin receptor early endogenous ligand
ENSG00000145247,cluster4,132299,OCIAD2,4,48885019,48906937,-1,protein_coding,OCIA domain containing 2
ENSG00000170011,cluster4,25924,MYRIP,3,39808914,40260321,1,protein_coding,myosin VIIA and Rab interacting protein
ENSG00000111249,cluster4,23316,CUX2,12,111034165,111350554,1,protein_coding,cut like homeobox 2
ENSG00000163485,cluster4,134,ADORA1,1,203090654,203167405,1,protein_coding,adenosine A1 receptor
ENSG00000138944,cluster4,85352,SHISAL1,22,44243665,44312951,-1,protein_coding,shisa like 1
ENSG00000261247,cluster4,653075,GOLGA8T,15,30135051,30148748,1,protein_coding,golgin A8 family member T
ENSG00000261247,cluster4,653125,GOLGA8T,15,30135051,30148748,1,protein_coding,golgin A8 family member T
ENSG00000175093,cluster4,92369,SPSB4,3,141051347,141148611,1,protein_coding,splA/ryanodine receptor domain and SOCS box containing 4
ENSG00000259803,cluster4,146429,SLC22A31,16,89195761,89201651,-1,protein_coding,solute carrier family 22 member 31
ENSG00000167680,cluster4,10501,SEMA6B,19,4542593,4581776,-1,protein_coding,semaphorin 6B
ENSG00000205927,cluster4,10215,OLIG2,21,33025935,33029196,1,protein_coding,oligodendrocyte transcription factor 2
ENSG00000165804,cluster4,51222,ZNF219,14,21090077,21104722,-1,protein_coding,zinc finger protein 219
ENSG00000250510,cluster4,27239,GPR162,12,6821624,6829972,1,protein_coding,G protein-coupled receptor 162
ENSG00000173546,cluster4,1464,CSPG4,15,75674322,75712848,-1,protein_coding,chondroitin sulfate proteoglycan 4
ENSG00000159899,cluster4,4882,NPR2,9,35791003,35809732,1,protein_coding,natriuretic peptide receptor 2
ENSG00000100031,cluster4,2678,GGT1,22,24594811,24629005,1,protein_coding,gamma-glutamyltransferase 1
ENSG00000172716,cluster4,91607,SLFN11,17,35350305,35373701,-1,protein_coding,schlafen family member 11
ENSG00000183087,cluster4,2621,GAS6,13,113820549,113864076,-1,protein_coding,growth arrest specific 6
ENSG00000128591,cluster4,2318,FLNC,7,128830406,128859274,1,protein_coding,filamin C
ENSG00000154760,cluster4,146857,SLFN13,17,35435096,35448837,-1,protein_coding,schlafen family member 13
ENSG00000130294,cluster4,547,KIF1A,2,240713761,240824293,-1,protein_coding,kinesin family member 1A
ENSG00000261308,cluster4,401720,FIGNL2,12,51817899,51848718,-1,protein_coding,fidgetin like 2
ENSG00000137819,cluster4,54852,PAQR5,15,69298912,69407780,1,protein_coding,progestin and adipoQ receptor family member 5
ENSG00000147394,cluster4,7739,ZNF185,X,152898067,152973481,1,protein_coding,zinc finger protein 185 with LIM domain
ENSG00000129675,cluster4,9459,ARHGEF6,X,136665547,136780932,-1,protein_coding,Rac/Cdc42 guanine nucleotide exchange factor 6
ENSG00000080503,cluster4,6595,SMARCA2,9,1980290,2193624,1,protein_coding,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
ENSG00000134775,cluster4,80206,FHOD3,18,36297713,36780220,1,protein_coding,formin homology 2 domain containing 3
ENSG00000154914,cluster4,124739,USP43,17,9644698,9729687,1,protein_coding,ubiquitin specific peptidase 43
ENSG00000115295,cluster4,79745,CLIP4,2,29097705,29199777,1,protein_coding,CAP-Gly domain containing linker protein family member 4
ENSG00000114626,cluster4,80325,ABTB1,3,127672935,127680926,1,protein_coding,ankyrin repeat and BTB domain containing 1
ENSG00000141179,cluster4,58488,PCTP,17,55751051,55842830,1,protein_coding,phosphatidylcholine transfer protein
ENSG00000162373,cluster4,79656,BEND5,1,48727519,48776969,-1,protein_coding,BEN domain containing 5
ENSG00000160190,cluster4,54020,SLC37A1,21,42496008,42581440,1,protein_coding,solute carrier family 37 member 1
ENSG00000175274,cluster4,9537,TP53I11,11,44885903,44951306,-1,protein_coding,tumor protein p53 inducible protein 11
ENSG00000170412,cluster4,55890,GPRC5C,17,74424851,74451653,1,protein_coding,G protein-coupled receptor class C group 5 member C
ENSG00000091622,cluster4,83394,PITPNM3,17,6451263,6556555,-1,protein_coding,PITPNM family member 3
ENSG00000087253,cluster4,54947,LPCAT2,16,55509072,55586666,1,protein_coding,lysophosphatidylcholine acyltransferase 2
ENSG00000120451,cluster4,399979,SNX19,11,130866250,130916479,-1,protein_coding,sorting nexin 19
ENSG00000108691,cluster4,6347,CCL2,17,34255274,34257208,1,protein_coding,C-C motif chemokine ligand 2
ENSG00000069424,cluster4,8514,KCNAB2,1,5990927,6101193,1,protein_coding,potassium voltage-gated channel subfamily A regulatory beta subunit 2
ENSG00000205795,cluster4,192668,CYS1,2,10056473,10080944,-1,protein_coding,cystin 1
ENSG00000101096,cluster4,4773,NFATC2,20,51386957,51562831,-1,protein_coding,nuclear factor of activated T cells 2
ENSG00000175806,cluster4,4482,MSRA,8,10054292,10428891,1,protein_coding,methionine sulfoxide reductase A
ENSG00000075213,cluster4,10371,SEMA3A,7,83955777,84492724,-1,protein_coding,semaphorin 3A
ENSG00000180353,cluster4,3059,HCLS1,3,121631399,121660927,-1,protein_coding,hematopoietic cell-specific Lyn substrate 1
ENSG00000141639,cluster4,5596,MAPK4,18,50560087,50731826,1,protein_coding,mitogen-activated protein kinase 4
ENSG00000072133,cluster4,27330,RPS6KA6,X,84058346,84206356,-1,protein_coding,ribosomal protein S6 kinase A6
ENSG00000151773,cluster4,160857,CCDC122,13,43823909,43879740,-1,protein_coding,coiled-coil domain containing 122
ENSG00000204060,cluster4,100132074,FOXO6,1,41361922,41383590,1,protein_coding,forkhead box O6
ENSG00000105143,cluster4,6511,SLC1A6,19,14950033,15022990,-1,protein_coding,solute carrier family 1 member 6
ENSG00000120251,cluster4,2891,GRIA2,4,157204182,157387146,1,protein_coding,glutamate ionotropic receptor AMPA type subunit 2
ENSG00000184221,cluster4,116448,OLIG1,21,33070141,33072413,1,protein_coding,oligodendrocyte transcription factor 1
ENSG00000132386,cluster4,5176,SERPINF1,17,1762029,1777565,1,protein_coding,serpin family F member 1
ENSG00000124191,cluster4,84969,TOX2,20,43914852,44069616,1,protein_coding,TOX high mobility group box family member 2
ENSG00000092345,cluster4,1618,DAZL,3,16586792,16670306,-1,protein_coding,deleted in azoospermia like
ENSG00000019485,cluster4,56981,PRDM11,11,45095806,45235110,1,protein_coding,PR/SET domain 11
ENSG00000131477,cluster4,10266,RAMP2,17,42758447,42763041,1,protein_coding,receptor activity modifying protein 2
ENSG00000100360,cluster4,11020,IFT27,22,36758202,36776256,-1,protein_coding,intraflagellar transport 27
ENSG00000085117,cluster4,3732,CD82,11,44564427,44620358,1,protein_coding,CD82 molecule
ENSG00000124313,cluster4,23096,IQSEC2,X,53225828,53321350,-1,protein_coding,IQ motif and Sec7 domain ArfGEF 2
ENSG00000104967,cluster4,4858,NOVA2,19,45933734,45974044,-1,protein_coding,NOVA alternative splicing regulator 2
ENSG00000116983,cluster4,51440,HPCAL4,1,39678648,39691485,-1,protein_coding,hippocalcin like 4
ENSG00000178031,cluster4,92949,ADAMTSL1,9,17906563,18910950,1,protein_coding,ADAMTS like 1
ENSG00000160360,cluster4,26086,GPSM1,9,136327476,136359605,1,protein_coding,G protein signaling modulator 1
ENSG00000133110,cluster4,10631,POSTN,13,37562583,37598844,-1,protein_coding,periostin
ENSG00000165215,cluster4,1365,CLDN3,7,73768997,73770270,-1,protein_coding,claudin 3
ENSG00000165801,cluster4,55701,ARHGEF40,14,21070273,21090248,1,protein_coding,Rho guanine nucleotide exchange factor 40
ENSG00000250366,cluster4,NA,TUNAR,14,95866587,95925663,1,protein_coding,TCL1 upstream neural differentiation-associated RNA
ENSG00000133466,cluster4,114904,C1QTNF6,22,37180166,37199385,-1,protein_coding,C1q and TNF related 6
ENSG00000149328,cluster4,89944,GLB1L2,11,134331874,134378341,1,protein_coding,galactosidase beta 1 like 2
ENSG00000142798,cluster4,3339,HSPG2,1,21822244,21937310,-1,protein_coding,heparan sulfate proteoglycan 2
ENSG00000026559,cluster4,3755,KCNG1,20,51003656,51023107,-1,protein_coding,potassium voltage-gated channel modifier subfamily G member 1
ENSG00000124126,cluster4,57580,PREX1,20,48624252,48827999,-1,protein_coding,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"
ENSG00000159784,cluster4,9715,FAM131B,7,143353400,143362770,-1,protein_coding,family with sequence similarity 131 member B
ENSG00000167889,cluster4,146664,MGAT5B,17,76868404,76950393,1,protein_coding,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B"
ENSG00000107249,cluster4,169792,GLIS3,9,3824127,4348392,-1,protein_coding,GLIS family zinc finger 3
ENSG00000099889,cluster4,421,ARVCF,22,19969896,20016823,-1,protein_coding,ARVCF delta catenin family member
ENSG00000166750,cluster4,162394,SLFN5,17,35243071,35273655,1,protein_coding,schlafen family member 5
ENSG00000142961,cluster4,148932,MOB3C,1,46607719,46616811,-1,protein_coding,MOB kinase activator 3C
ENSG00000099365,cluster4,112755,STX1B,16,30989256,31010638,-1,protein_coding,syntaxin 1B
ENSG00000197565,cluster4,1288,COL4A6,X,108155607,108439497,-1,protein_coding,collagen type IV alpha 6 chain
ENSG00000112379,cluster4,57221,ARFGEF3,6,138161939,138344663,1,protein_coding,ARFGEF family member 3
ENSG00000185008,cluster4,6092,ROBO2,3,75906695,77649964,1,protein_coding,roundabout guidance receptor 2
ENSG00000141753,cluster4,3487,IGFBP4,17,40443450,40457725,1,protein_coding,insulin like growth factor binding protein 4
ENSG00000083799,cluster4,1540,CYLD,16,50742050,50801935,1,protein_coding,CYLD lysine 63 deubiquitinase
ENSG00000181031,cluster4,9501,RPH3AL,17,212389,386254,-1,protein_coding,rabphilin 3A like (without C2 domains)
ENSG00000029534,cluster4,286,ANK1,8,41653220,41896741,-1,protein_coding,ankyrin 1
ENSG00000160345,cluster4,138162,PIERCE1,9,135495181,135501734,-1,protein_coding,piercer of microtubule wall 1
